gi	species	kingdom	phylum	class	order	family	genus	
JX187444.1	Dendropsophus nanus	Metazoa	Chordata	Amphibia	Anura	Hylidae	Dendropsophus
KF148073.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148513.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669340.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148565.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148380.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669366.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
HG427450.1	Xenopus gilli	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
JX669382.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669274.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669155.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148442.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148472.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669176.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669330.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JQ967333.1	Bos taurus	Metazoa	Chordata	Mammalia	NA	Bovidae	Bos
JX669157.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570323.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF570324.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
JX669185.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669233.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669205.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669362.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148471.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570385.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148243.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX416145.1	Barbonymus gonionotus	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Barbonymus
KF570355.1	Tursiops aduncus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148446.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF600712.1	Schizopyge niger	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Schizopyge
KF148324.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148099.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148573.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148070.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669421.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669193.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669197.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148465.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148334.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570348.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148549.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148566.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148276.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148300.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF626377.1	Onychostoma rara	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Onychostoma
JX669268.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148372.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570352.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148115.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148237.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148186.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF472177.1	Sus scrofa	Metazoa	Chordata	Mammalia	NA	Suidae	Sus
JX669265.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669379.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669179.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669169.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669351.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148366.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF386025.1	Misgurnus mohoity	Metazoa	Chordata	Actinopteri	Cypriniformes	Cobitidae	Misgurnus
KF570388.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
JX669262.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KC684534.1	Pipistrellus kuhlii	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus
JX669263.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669305.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148531.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX416147.1	Barbonymus gonionotus	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Barbonymus
JX669267.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669284.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148392.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148081.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148579.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148219.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX416151.1	Pethia conchonius	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Pethia
JX669298.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148133.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669229.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF562394.1	Chilodus gracilis	Metazoa	Chordata	Actinopteri	Characiformes	Chilodontidae	Chilodus
KF148413.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148091.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148214.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148094.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669338.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148358.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669230.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148295.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669423.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF523403.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148289.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148441.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669293.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570337.1	Tursiops aduncus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF570380.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148272.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669166.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148432.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570331.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148128.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF570334.1	Tursiops truncatus	Metazoa	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
KF148312.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669200.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669191.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148244.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669417.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669237.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX669395.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148150.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148252.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148468.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
JX910249.1	Ovis aries	Metazoa	Chordata	Mammalia	NA	Bovidae	Ovis
KF148113.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
KF148491.1	Homo sapiens	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo
